variant,trace_id,metric_name,n,mean,median,std,min,max,iqr
B,019ffc81bec15ce2cc74b559496dbf3e,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,claim_count_covered,1,0.0,0.0,,0.0,0.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,claim_count_partial,1,3.0,3.0,,3.0,3.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,claim_count_total,1,7.0,7.0,,7.0,7.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,claim_coverage,1,0.2142857142857142,0.2142857142857142,,0.2142857142857142,0.2142857142857142,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,contextual_precision_deepeval,6,0.09157509157509151,0.1098901098901098,0.04486244950152338,0.0,0.1098901098901098,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,contextual_recall_deepeval,6,0.0,0.0,0.0,0.0,0.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,contextual_relevancy_deepeval,6,0.331012648858491,0.34025641025641024,0.047314272378283645,0.2535211267605634,0.3766233766233766,0.058102388479100764
B,019ffc81bec15ce2cc74b559496dbf3e,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,eti_quality_score,6,1.0,1.0,0.0,1.0,1.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,eti_relevance,6,1.0,1.0,0.0,1.0,1.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,eti_variability,6,1.0,1.0,0.0,1.0,1.0,0.0
B,019ffc81bec15ce2cc74b559496dbf3e,faithfulness_ragas,4,0.8571428571428571,0.8928571428571428,0.15430334996209188,0.6428571428571429,1.0,0.1428571428571428
B,019ffc81bec15ce2cc74b559496dbf3e,hallucination_deepeval,6,0.061887254901960786,0.0625,0.0015009128325877356,0.0588235294117647,0.0625,0.0
B,0f412e21778ac3b3e4de14a81de472e1,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,claim_count_covered,1,0.0,0.0,,0.0,0.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,claim_count_partial,1,1.0,1.0,,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,claim_count_total,1,8.0,8.0,,8.0,8.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,claim_coverage,1,0.0625,0.0625,,0.0625,0.0625,0.0
B,0f412e21778ac3b3e4de14a81de472e1,contextual_precision_deepeval,6,0.0,0.0,0.0,0.0,0.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,contextual_recall_deepeval,6,0.08888888888888889,0.1111111111111111,0.0769800358919501,0.0,0.2,0.08333333333333333
B,0f412e21778ac3b3e4de14a81de472e1,contextual_relevancy_deepeval,5,0.46289741448888144,0.4540229885057471,0.026720582635620597,0.4345238095238095,0.5,0.03451170298627931
B,0f412e21778ac3b3e4de14a81de472e1,eti_clarity,4,1.0,1.0,0.0,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,eti_empathy,4,1.0,1.0,0.0,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,eti_quality_assessment,6,0.0,0.0,0.0,0.0,0.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,eti_quality_score,6,1.0,1.0,0.0,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,eti_relevance,6,1.0,1.0,0.0,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,0f412e21778ac3b3e4de14a81de472e1,faithfulness_ragas,4,0.8863636363636364,0.8636363636363636,0.04545454545454548,0.8636363636363636,0.9545454545454546,0.022727272727272707
B,0f412e21778ac3b3e4de14a81de472e1,hallucination_deepeval,6,0.0,0.0,0.0,0.0,0.0,0.0
B,4251b990fdfa955c74cf908de1408217,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,4251b990fdfa955c74cf908de1408217,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,4251b990fdfa955c74cf908de1408217,claim_count_covered,1,3.0,3.0,,3.0,3.0,0.0
B,4251b990fdfa955c74cf908de1408217,claim_count_partial,1,5.0,5.0,,5.0,5.0,0.0
B,4251b990fdfa955c74cf908de1408217,claim_count_total,1,10.0,10.0,,10.0,10.0,0.0
B,4251b990fdfa955c74cf908de1408217,claim_coverage,1,0.55,0.55,,0.55,0.55,0.0
B,4251b990fdfa955c74cf908de1408217,contextual_precision_deepeval,5,0.8454443813267343,0.8693614902254609,0.05348028132281777,0.749775945731828,0.8693614902254609,0.0
B,4251b990fdfa955c74cf908de1408217,contextual_recall_deepeval,6,0.38751526251526247,0.40064102564102566,0.03582174435119268,0.3333333333333333,0.4166666666666667,0.052655677655677746
B,4251b990fdfa955c74cf908de1408217,contextual_relevancy_deepeval,6,0.9496470265757561,0.9498433693003829,0.008918486056018395,0.9371428571428572,0.9617486338797814,0.010772613670316566
B,4251b990fdfa955c74cf908de1408217,eti_clarity,3,1.0,1.0,0.0,1.0,1.0,0.0
B,4251b990fdfa955c74cf908de1408217,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4251b990fdfa955c74cf908de1408217,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,4251b990fdfa955c74cf908de1408217,eti_quality_score,4,1.0,1.0,0.0,1.0,1.0,0.0
B,4251b990fdfa955c74cf908de1408217,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4251b990fdfa955c74cf908de1408217,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4251b990fdfa955c74cf908de1408217,faithfulness_ragas,5,0.7168831168831169,0.7272727272727273,0.07166430992894232,0.6428571428571429,0.7857142857142857,0.1428571428571428
B,4251b990fdfa955c74cf908de1408217,hallucination_deepeval,6,0.0,0.0,0.0,0.0,0.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,claim_count_covered,1,1.0,1.0,,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,claim_count_partial,1,5.0,5.0,,5.0,5.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,claim_count_total,1,9.0,9.0,,9.0,9.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,claim_coverage,1,0.3888888888888889,0.3888888888888889,,0.3888888888888889,0.3888888888888889,0.0
B,44f032fdeb5ca2e150e1292283356e42,contextual_precision_deepeval,5,0.8909743863713409,0.8830835516523668,0.06982459685863651,0.8086354602555375,1.0,0.03454581917362065
B,44f032fdeb5ca2e150e1292283356e42,contextual_recall_deepeval,6,0.9895833333333334,1.0,0.02551551815399144,0.9375,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,contextual_relevancy_deepeval,6,0.6022785799187546,0.6075427385438855,0.009245099871051696,0.5867768595041323,0.6090651558073654,0.009856914902916958
B,44f032fdeb5ca2e150e1292283356e42,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,eti_empathy,4,1.0,1.0,0.0,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,eti_variability,4,1.0,1.0,0.0,1.0,1.0,0.0
B,44f032fdeb5ca2e150e1292283356e42,faithfulness_ragas,5,0.8834408602150537,0.8709677419354839,0.027890740364513462,0.8709677419354839,0.9333333333333332,0.0
B,44f032fdeb5ca2e150e1292283356e42,hallucination_deepeval,6,0.0,0.0,0.0,0.0,0.0,0.0
B,80301bd14a2776841bc09ce9a646f472,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,80301bd14a2776841bc09ce9a646f472,claim_count_covered,1,3.0,3.0,,3.0,3.0,0.0
B,80301bd14a2776841bc09ce9a646f472,claim_count_partial,1,5.0,5.0,,5.0,5.0,0.0
B,80301bd14a2776841bc09ce9a646f472,claim_count_total,1,8.0,8.0,,8.0,8.0,0.0
B,80301bd14a2776841bc09ce9a646f472,claim_coverage,1,0.6875,0.6875,,0.6875,0.6875,0.0
B,80301bd14a2776841bc09ce9a646f472,contextual_precision_deepeval,6,0.861025032234855,0.8562983465821058,0.017279318460909656,0.8469357206575155,0.8955037851857338,0.001112024071906581
B,80301bd14a2776841bc09ce9a646f472,contextual_recall_deepeval,6,0.9761904761904763,1.0,0.058321184351980415,0.8571428571428571,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,contextual_relevancy_deepeval,6,0.6647151170532063,0.6717006802721088,0.014214037012177596,0.6404109589041096,0.6754966887417219,0.015825022376673492
B,80301bd14a2776841bc09ce9a646f472,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,eti_empathy,4,1.0,1.0,0.0,1.0,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,80301bd14a2776841bc09ce9a646f472,eti_quality_score,4,1.0,1.0,0.0,1.0,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,80301bd14a2776841bc09ce9a646f472,faithfulness_ragas,5,0.5,0.5,0.0,0.5,0.5,0.0
B,80301bd14a2776841bc09ce9a646f472,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,claim_count_covered,1,2.0,2.0,,2.0,2.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,claim_count_partial,1,1.0,1.0,,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,claim_count_total,1,5.0,5.0,,5.0,5.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,claim_coverage,1,0.5,0.5,,0.5,0.5,0.0
B,98b42043b9c190a375bfd11ee00e95ad,contextual_precision_deepeval,4,0.794829024772685,0.7967446537401796,0.024556093754766938,0.7692133258336281,0.8166134657767529,0.03932379623447879
B,98b42043b9c190a375bfd11ee00e95ad,contextual_recall_deepeval,6,0.22222222222222218,0.1666666666666666,0.17213259316477408,0.0,0.5,0.12500000000000003
B,98b42043b9c190a375bfd11ee00e95ad,contextual_relevancy_deepeval,4,0.9652936739162852,0.9665964948983817,0.005929904649565555,0.956967213114754,0.9710144927536232,0.003721027666094945
B,98b42043b9c190a375bfd11ee00e95ad,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,eti_empathy,3,1.0,1.0,0.0,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,eti_quality_assessment,4,0.0,0.0,0.0,0.0,0.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,eti_quality_score,4,1.0,1.0,0.0,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,eti_relevance,4,1.0,1.0,0.0,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,98b42043b9c190a375bfd11ee00e95ad,faithfulness_ragas,5,0.8181818181818181,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,0.0
B,98b42043b9c190a375bfd11ee00e95ad,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,claim_count_covered,1,4.0,4.0,,4.0,4.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,claim_count_partial,1,3.0,3.0,,3.0,3.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,claim_count_total,1,9.0,9.0,,9.0,9.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,claim_coverage,1,0.6111111111111112,0.6111111111111112,,0.6111111111111112,0.6111111111111112,0.0
B,a3f055026c678d19fdd413e0c76cfd88,contextual_precision_deepeval,6,0.8882738098125013,1.0,0.17673683951665725,0.6083119022499331,1.0,0.20900178253119428
B,a3f055026c678d19fdd413e0c76cfd88,contextual_recall_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,contextual_relevancy_deepeval,3,0.9357902222865349,0.9347826086956522,0.005268106386113264,0.931098696461825,0.9414893617021276,0.005195332620151372
B,a3f055026c678d19fdd413e0c76cfd88,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,eti_empathy,4,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,eti_quality_assessment,4,0.0,0.0,0.0,0.0,0.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,a3f055026c678d19fdd413e0c76cfd88,faithfulness_ragas,5,0.7692307692307693,0.7692307692307693,0.0,0.7692307692307693,0.7692307692307693,0.0
B,a3f055026c678d19fdd413e0c76cfd88,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,claim_count_covered,1,3.0,3.0,,3.0,3.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,claim_count_partial,1,5.0,5.0,,5.0,5.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,claim_count_total,1,8.0,8.0,,8.0,8.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,claim_coverage,1,0.6875,0.6875,,0.6875,0.6875,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,contextual_precision_deepeval,5,0.099817000312521,0.1046810459044501,0.00740485949897615,0.0917358350868989,0.106251239579907,0.012945210817551192
B,aea63daade6a51d7bfe1b6c828556aa9,contextual_recall_deepeval,5,0.7380952380952381,0.7142857142857143,0.05323971374999501,0.7142857142857143,0.8333333333333334,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,contextual_relevancy_deepeval,4,0.46979432618507483,0.47235023041474655,0.018467385802823425,0.4481132075471698,0.4863636363636364,0.026843713194900032
B,aea63daade6a51d7bfe1b6c828556aa9,eti_clarity,4,1.0,1.0,0.0,1.0,1.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,eti_empathy,6,1.0,1.0,0.0,1.0,1.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,eti_relevance,4,1.0,1.0,0.0,1.0,1.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,aea63daade6a51d7bfe1b6c828556aa9,faithfulness_ragas,4,0.8270502645502645,0.8207671957671957,0.1790276848103595,0.6666666666666666,1.0,0.29662698412698396
B,aea63daade6a51d7bfe1b6c828556aa9,hallucination_deepeval,4,0.0,0.0,0.0,0.0,0.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,claim_count_covered,1,1.0,1.0,,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,claim_count_partial,1,7.0,7.0,,7.0,7.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,claim_count_total,1,8.0,8.0,,8.0,8.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,claim_coverage,1,0.5625,0.5625,,0.5625,0.5625,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,contextual_precision_deepeval,6,0.6738701988598569,0.6722006304099557,0.029254923770926033,0.6285135577053687,0.7053585139547375,0.03624658559081251
B,d577c2b60cf8dec979dc3e296fedf6d6,contextual_recall_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,contextual_relevancy_deepeval,5,0.7450194416967065,0.7374301675977654,0.021604743138379238,0.7223796033994334,0.7787114845938375,0.01764939922017983
B,d577c2b60cf8dec979dc3e296fedf6d6,eti_clarity,4,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,eti_quality_score,4,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,eti_relevance,4,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,d577c2b60cf8dec979dc3e296fedf6d6,faithfulness_ragas,4,0.6363636363636364,0.6363636363636364,0.03711348095126024,0.5909090909090909,0.6818181818181818,0.022727272727272707
B,d577c2b60cf8dec979dc3e296fedf6d6,hallucination_deepeval,6,0.0,0.0,0.0,0.0,0.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,answer_relevancy_deepeval,6,1.0,1.0,0.0,1.0,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,claim_count_contradicted,1,0.0,0.0,,0.0,0.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,claim_count_covered,1,0.0,0.0,,0.0,0.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,claim_count_partial,1,6.0,6.0,,6.0,6.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,claim_count_total,1,6.0,6.0,,6.0,6.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,claim_coverage,1,0.5,0.5,,0.5,0.5,0.0
B,e937d2706b6b3c4f198bfff09639225b,contextual_precision_deepeval,6,0.7513502401516607,0.754271885087326,0.014266805338611991,0.7313536803253831,0.7637519537221893,0.022028937384910185
B,e937d2706b6b3c4f198bfff09639225b,contextual_recall_deepeval,5,0.9666666666666666,1.0,0.07453559924999296,0.8333333333333334,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,contextual_relevancy_deepeval,6,0.6511201635501057,0.6562431489785749,0.010844143828680052,0.6339285714285714,0.6596638655462185,0.014223682720425845
B,e937d2706b6b3c4f198bfff09639225b,eti_clarity,4,1.0,1.0,0.0,1.0,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,eti_quality_score,4,1.0,1.0,0.0,1.0,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,eti_variability,4,1.0,1.0,0.0,1.0,1.0,0.0
B,e937d2706b6b3c4f198bfff09639225b,faithfulness_ragas,5,0.8595238095238095,0.8333333333333334,0.13531687846078874,0.7142857142857143,1.0,0.25
B,e937d2706b6b3c4f198bfff09639225b,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,claim_count_contradicted,5,0.2,0.0,0.447213595499958,0.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,claim_count_covered,5,0.0,0.0,0.0,0.0,0.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,claim_count_partial,4,2.25,2.0,0.5,2.0,3.0,0.25
C,019ffc81bec15ce2cc74b559496dbf3e,claim_count_total,5,6.6,7.0,0.5477225575051662,6.0,7.0,1.0
C,019ffc81bec15ce2cc74b559496dbf3e,claim_coverage,4,0.17559523809523805,0.1547619047619047,0.050857165150699636,0.1428571428571428,0.25,0.04464285714285715
C,019ffc81bec15ce2cc74b559496dbf3e,contextual_precision_deepeval,5,0.08791208791208785,0.1098901098901098,0.0491443511538415,0.0,0.1098901098901098,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,contextual_recall_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,contextual_relevancy_deepeval,5,0.2962835170694452,0.3150684931506849,0.05601427846068063,0.2238805970149253,0.36,0.07542624166048922
C,019ffc81bec15ce2cc74b559496dbf3e,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,eti_empathy,4,1.0,1.0,0.0,1.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,eti_quality_assessment,4,0.0,0.0,0.0,0.0,0.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,eti_quality_score,4,1.0,1.0,0.0,1.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,eti_relevance,4,1.0,1.0,0.0,1.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
C,019ffc81bec15ce2cc74b559496dbf3e,faithfulness_ragas,4,0.8928571428571429,0.9285714285714286,0.1367753011080483,0.7142857142857143,1.0,0.1785714285714286
C,019ffc81bec15ce2cc74b559496dbf3e,hallucination_deepeval,5,0.0625,0.0625,0.0,0.0625,0.0625,0.0
C,0f412e21778ac3b3e4de14a81de472e1,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
C,0f412e21778ac3b3e4de14a81de472e1,claim_count_contradicted,5,0.0,0.0,0.0,0.0,0.0,0.0
C,0f412e21778ac3b3e4de14a81de472e1,claim_count_covered,4,0.0,0.0,0.0,0.0,0.0,0.0
C,0f412e21778ac3b3e4de14a81de472e1,claim_count_partial,4,1.0,1.0,0.0,1.0,1.0,0.0
C,0f412e21778ac3b3e4de14a81de472e1,claim_count_total,4,8.0,8.0,0.0,8.0,8.0,0.0
C,0f412e21778ac3b3e4de14a81de472e1,claim_coverage,4,0.0625,0.0625,0.0,0.0625,0.0625,0.0
C,0f412e21778ac3b3e4de14a81de472e1,contextual_precision_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
C,0f412e21778ac3b3e4de14a81de472e1,contextual_recall_deepeval,5,0.09523809523809522,0.1111111111111111,0.09589719026662358,0.0,0.2222222222222222,0.1428571428571428
C,0f412e21778ac3b3e4de14a81de472e1,contextual_relevancy_deepeval,5,0.3857813050672305,0.4775280898876404,0.2157728189012566,0.0,0.4943181818181818,0.002004073855049582
